"main_category","country","days_funding","year_launched","month_launched","usd_goal","funded"
"Film & Video","United States",31,"2016","August",25000,"no"
"Games","United Kingdom",36,"2014","February",13956,"no"
"Comics","Australia",29,"2015","September",2281,"no"
"Journalism","Sweden",58,"2015","August",1175,"no"
"Music","United States",30,"2012","January",1400,"no"
"Music","United States",60,"2012","April",5000,"no"
"Film & Video","Mexico",30,"2017","July",6093,"no"
"Design","United States",35,"2014","October",12000,"yes"
"Music","Canada",31,"2016","June",2338,"yes"
"Film & Video","United States",60,"2014","March",35000,"no"
"Photography","United States",61,"2011","February",10000,"no"
"Photography","United States",30,"2014","April",46720,"no"
"Journalism","United States",32,"2016","June",20000,"yes"
"Film & Video","United States",62,"2011","March",7777,"no"
"Publishing","United States",32,"2014","October",25217,"no"
"Film & Video","United States",30,"2016","May",6000,"yes"
"Film & Video","Australia",45,"2015","April",7604,"no"
"Photography","United Kingdom",24,"2014","May",6978,"no"
"Publishing","United States",11,"2013","August",2750,"yes"
"Art","Canada",58,"2016","April",2727,"no"
"Technology","United States",30,"2013","September",10000,"no"
"Technology","Australia",42,"2014","December",11406,"no"
"Art","United Kingdom",35,"2015","March",3489,"yes"
"Food","Australia",30,"2015","May",5247,"no"
"Food","Italy",47,"2016","November",7331,"yes"
"Dance","United States",14,"2015","March",1500,"yes"
"Film & Video","United Kingdom",30,"2014","October",17446,"no"
"Music","United States",43,"2011","December",1400,"no"
"Fashion","United States",30,"2014","January",5000,"no"
"Dance","United Kingdom",40,"2016","August",1396,"yes"
"Music","United Kingdom",29,"2015","February",2751,"yes"
"Games","United Kingdom",30,"2013","July",6978,"yes"
"Art","United States",22,"2012","October",3500,"yes"
"Music","United Kingdom",37,"2017","June",15352,"yes"
"Publishing","United States",30,"2011","November",7000,"no"
"Comics","United Kingdom",40,"2014","May",1186,"yes"
"Music","United States",30,"2014","September",3500,"no"
"Design","Denmark",45,"2016","December",8202,"yes"
"Technology","Italy",40,"2016","May",45822,"no"
"Publishing","United States",30,"2013","October",8900,"no"
"Design","United States",30,"2015","August",12000,"yes"
"Games","United States",35,"2017","June",8133,"yes"
"Fashion","United States",30,"2014","February",2700,"yes"
"Film & Video","United Kingdom",30,"2015","February",4187,"no"
"Theater","United States",20,"2016","February",3000,"yes"
"Music","Canada",37,"2015","January",12468,"yes"
"Journalism","United States",18,"2014","November",2500,"no"
"Technology","Canada",60,"2016","July",11689,"yes"
"Fashion","Sweden",40,"2015","April",20044,"no"
"Film & Video","United States",30,"2012","May",5000,"no"
"Crafts","United States",30,"2015","June",2000,"no"
"Fashion","United Kingdom",30,"2016","April",1954,"no"
"Publishing","United States",30,"2012","October",3500,"no"
"Technology","United Kingdom",45,"2017","July",3489,"yes"
"Music","Italy",30,"2016","September",8553,"no"
"Art","United States",40,"2017","October",15000,"no"
"Food","United States",30,"2015","July",2000,"yes"
"Film & Video","United States",35,"2014","May",8000,"yes"
"Music","Mexico",50,"2017","March",1324,"no"
"Comics","United Kingdom",30,"2017","September",1396,"yes"
"Technology","Mexico",40,"2017","August",7682,"no"
"Film & Video","United Kingdom",23,"2013","August",5394,"no"
"Food","United States",30,"2015","January",25000,"no"
"Games","United States",30,"2015","June",10000,"no"
"Design","United States",21,"2017","November",5000,"no"
"Journalism","United States",30,"2016","March",3000,"no"
"Technology","Australia",30,"2015","April",11406,"no"
"Film & Video","United States",24,"2017","October",5000,"yes"
"Film & Video","United Kingdom",30,"2016","March",3489,"no"
"Food","United Kingdom",30,"2015","March",2791,"no"
"Music","United States",45,"2014","February",8000,"yes"
"Art","United Kingdom",30,"2016","February",1396,"yes"
"Games","United States",60,"2015","November",10000,"no"
"Technology","Sweden",60,"2016","November",14099,"no"
"Music","United States",32,"2013","August",1000,"yes"
"Publishing","United States",19,"2016","July",2500,"yes"
"Film & Video","United States",30,"2015","October",8000,"no"
"Music","Netherlands",35,"2016","April",12219,"no"
"Dance","United States",40,"2016","May",12000,"yes"
"Journalism","Canada",30,"2016","May",15585,"no"
"Publishing","United States",30,"2016","August",20000,"no"
"Fashion","United Kingdom",30,"2014","October",13956,"no"
"Theater","United Kingdom",40,"2017","April",2093,"yes"
"Film & Video","United Kingdom",30,"2016","August",6978,"no"
"Design","United States",30,"2013","June",10000,"no"
"Music","United States",45,"2016","April",10000,"no"
"Art","United Kingdom",20,"2015","November",2791,"yes"
"Publishing","United States",31,"2013","November",24000,"yes"
"Photography","United Kingdom",30,"2016","July",2233,"no"
"Crafts","Singapore",20,"2017","September",1511,"no"
"Film & Video","United States",28,"2012","October",7500,"yes"
"Art","Australia",30,"2015","September",3802,"yes"
"Music","United States",40,"2010","September",2100,"yes"
"Photography","United States",14,"2014","November",2500,"yes"
"Games","United Kingdom",30,"2015","November",6978,"no"
"Crafts","United States",30,"2014","June",10000,"yes"
"Film & Video","United Kingdom",33,"2013","January",5583,"no"
"Food","United States",25,"2013","November",20000,"no"
"Technology","United States",30,"2017","May",10000,"yes"
"Games","United Kingdom",31,"2015","September",4222,"yes"
"Publishing","Canada",35,"2016","February",1558,"no"
"Publishing","United Kingdom",30,"2013","July",1605,"no"
"Art","United States",30,"2015","May",27000,"no"
"Games","United States",30,"2013","June",3000,"yes"
"Film & Video","United States",34,"2011","October",12000,"no"
"Publishing","United States",30,"2013","February",6700,"no"
"Art","Italy",30,"2016","February",21994,"no"
"Design","United States",30,"2017","August",1000,"yes"
"Music","United Kingdom",30,"2016","January",20935,"no"
"Film & Video","United States",15,"2013","January",2500,"no"
"Comics","Canada",45,"2015","December",28053,"no"
"Publishing","Mexico",30,"2016","December",2119,"no"
"Art","United States",30,"2017","May",2000,"yes"
"Design","United Kingdom",18,"2014","May",3489,"no"
"Music","United States",36,"2013","January",5500,"yes"
"Film & Video","Italy",35,"2017","August",24438,"no"
"Theater","United Kingdom",60,"2013","May",6978,"no"
"Publishing","United States",30,"2013","November",4000,"no"
"Music","Mexico",30,"2017","July",10596,"no"
"Technology","Ireland",30,"2015","May",12219,"no"
"Publishing","United States",60,"2012","May",2500,"no"
"Film & Video","United States",30,"2017","September",3000,"no"
"Film & Video","United States",60,"2017","July",20000,"no"
"Film & Video","Canada",60,"2016","August",19481,"no"
"Film & Video","United States",41,"2010","July",15000,"no"
"Music","United States",60,"2014","April",50000,"no"
"Food","United States",45,"2017","June",2000,"no"
"Film & Video","United Kingdom",30,"2013","June",2791,"no"
"Film & Video","United States",21,"2017","February",35000,"yes"
"Publishing","New Zealand",33,"2014","April",2136,"yes"
"Fashion","United States",30,"2014","December",10000,"no"
"Theater","United Kingdom",30,"2014","October",1396,"yes"
"Film & Video","United States",29,"2015","June",1700,"no"
"Music","United States",30,"2016","May",3000,"no"
"Technology","Denmark",45,"2014","October",16403,"no"
"Art","United Kingdom",33,"2017","March",3489,"yes"
"Film & Video","United Kingdom",14,"2014","March",3210,"no"
"Publishing","United States",40,"2010","June",2500,"yes"
"Fashion","United States",30,"2016","March",2000,"no"
"Film & Video","United States",30,"2014","August",5000,"no"
"Film & Video","United States",30,"2011","January",2000,"yes"
"Technology","Denmark",30,"2017","November",1640,"no"
"Film & Video","United Kingdom",27,"2016","May",7676,"yes"
"Food","Canada",30,"2016","February",15585,"no"
"Food","Sweden",45,"2016","February",1175,"no"
"Games","United Kingdom",11,"2017","April",2791,"yes"
"Music","United States",30,"2015","May",4500,"yes"
"Photography","Australia",60,"2014","May",1521,"yes"
"Music","United States",60,"2013","July",5000,"no"
"Publishing","United Kingdom",24,"2017","October",9769,"yes"
"Film & Video","United States",30,"2015","April",3000,"no"
"Fashion","United Kingdom",34,"2014","June",2791,"yes"
"Music","United States",30,"2011","June",2500,"yes"
"Food","United States",31,"2013","August",25000,"no"
"Music","United Kingdom",30,"2014","February",6280,"yes"
"Music","United States",60,"2010","October",10000,"yes"
"Technology","Austria",30,"2017","November",24438,"no"
"Publishing","Canada",30,"2016","December",6234,"no"
"Design","United States",30,"2016","May",1000,"yes"
"Fashion","United Kingdom",30,"2015","July",1675,"no"
"Publishing","Germany",60,"2016","August",12219,"no"
"Film & Video","United Kingdom",30,"2013","March",27913,"no"
"Journalism","United States",30,"2015","June",20000,"no"
"Games","United Kingdom",12,"2017","January",1396,"yes"
"Food","United States",27,"2012","June",25000,"yes"
"Music","United States",30,"2012","March",10000,"no"
"Music","United States",29,"2012","February",6500,"no"
"Film & Video","United States",30,"2014","March",15000,"no"
"Music","United Kingdom",30,"2015","August",15771,"no"
"Publishing","United States",45,"2012","February",1500,"yes"
"Technology","Germany",30,"2016","October",1833,"no"
"Theater","United States",44,"2014","September",2000,"no"
"Film & Video","Canada",30,"2016","July",9351,"no"
"Games","Italy",30,"2017","February",20772,"yes"
"Publishing","United States",25,"2012","November",2000,"yes"
"Publishing","United States",30,"2012","August",12500,"no"
"Music","United Kingdom",37,"2013","December",4187,"yes"
"Fashion","United Kingdom",30,"2013","January",2791,"no"
"Technology","United Kingdom",30,"2017","October",48847,"no"
"Film & Video","United States",30,"2015","January",3000,"yes"
"Film & Video","United States",40,"2012","May",4500,"no"
"Film & Video","United Kingdom",29,"2013","April",4187,"no"
"Fashion","United Kingdom",24,"2016","November",8374,"yes"
"Food","United States",30,"2013","January",2500,"yes"
"Publishing","New Zealand",30,"2015","February",6407,"no"
"Art","United States",30,"2012","June",4000,"no"
"Film & Video","United States",30,"2012","December",12000,"yes"
"Fashion","United States",40,"2014","October",50000,"no"
"Photography","United Kingdom",31,"2017","October",12561,"yes"
"Fashion","France",30,"2015","July",43378,"no"
"Food","United Kingdom",27,"2015","April",10467,"no"
"Art","Canada",30,"2014","February",7792,"yes"
"Music","United States",30,"2017","June",2500,"yes"
"Film & Video","United States",45,"2010","August",4000,"no"
"Film & Video","United States",21,"2012","June",2750,"yes"
"Publishing","Australia",30,"2016","October",14447,"yes"
"Technology","United States",60,"2015","February",50000,"yes"
"Food","Austria",30,"2017","February",26882,"no"
"Design","United States",30,"2014","July",5000,"yes"
"Technology","United Kingdom",30,"2017","May",5583,"no"
"Music","Mexico",25,"2017","February",1377,"no"
"Technology","United Kingdom",30,"2015","October",2233,"no"
"Music","United States",41,"2014","January",2350,"yes"
"Fashion","United States",32,"2015","June",15000,"yes"
"Publishing","United Kingdom",14,"2017","October",4187,"yes"
"Music","Belgium",40,"2016","November",4277,"yes"
"Technology","Canada",30,"2014","June",38962,"no"
"Theater","United States",21,"2012","March",2000,"yes"
"Food","United Kingdom",30,"2015","September",27215,"no"
"Photography","United States",31,"2016","July",4250,"no"
"Publishing","Spain",60,"2017","May",8553,"no"
"Food","United States",60,"2013","June",14000,"no"
"Technology","United Kingdom",30,"2013","March",13956,"no"
"Film & Video","United States",19,"2014","April",7500,"yes"
"Film & Video","United States",28,"2015","April",2500,"no"
"Film & Video","United Kingdom",21,"2015","February",4885,"yes"
"Music","United States",30,"2011","April",3000,"yes"
"Design","United Kingdom",30,"2015","December",20935,"no"
"Fashion","United Kingdom",25,"2013","April",8374,"no"
"Crafts","France",30,"2016","April",1833,"no"
"Film & Video","United States",18,"2011","August",5000,"no"
"Film & Video","United States",62,"2011","March",3000,"no"
"Games","United States",45,"2014","October",3500,"no"
"Film & Video","United States",30,"2014","January",5000,"no"
"Games","Spain",35,"2017","October",1222,"yes"
"Technology","United States",30,"2016","February",4000,"no"
"Film & Video","Spain",40,"2016","February",4277,"yes"
"Publishing","United States",30,"2017","April",2000,"no"
"Photography","United States",45,"2014","August",2660,"no"
"Publishing","United Kingdom",30,"2017","April",2093,"yes"
"Journalism","United Kingdom",30,"2015","February",3489,"no"
"Comics","United States",45,"2012","June",8000,"no"
"Film & Video","United States",59,"2012","January",50000,"no"
"Crafts","Mexico",45,"2017","November",5298,"yes"
"Games","Germany",30,"2016","June",24438,"yes"
"Photography","United Kingdom",30,"2015","May",1117,"no"
"Photography","Australia",45,"2014","July",5703,"no"
"Design","Canada",35,"2017","August",9351,"no"
"Comics","United States",35,"2016","January",3200,"yes"
"Fashion","United Kingdom",31,"2013","February",6978,"yes"
"Publishing","Italy",28,"2016","February",1222,"yes"
"Film & Video","United States",30,"2017","October",42000,"yes"
"Music","Canada",60,"2014","July",2338,"yes"
"Film & Video","United Kingdom",30,"2016","April",3489,"yes"
"Art","United States",23,"2015","December",20000,"yes"
"Design","Singapore",35,"2017","February",3778,"no"
"Design","Mexico",30,"2017","October",2914,"no"
"Publishing","United States",30,"2015","October",1625,"no"
"Photography","Australia",30,"2014","October",6843,"no"
"Games","United States",30,"2015","March",18000,"no"
"Photography","United States",30,"2015","March",3400,"no"
"Fashion","United States",46,"2010","August",3000,"no"
"Publishing","United Kingdom",29,"2015","September",13956,"no"
"Games","United Kingdom",30,"2014","March",20935,"no"
"Games","United Kingdom",29,"2014","February",27913,"no"
"Film & Video","United States",30,"2013","September",20000,"no"
"Publishing","France",40,"2017","March",10997,"yes"
"Publishing","United States",33,"2016","February",5000,"yes"
"Publishing","United Kingdom",12,"2014","October",3489,"yes"
"Film & Video","New Zealand",47,"2015","February",1780,"no"
"Technology","Germany",30,"2016","May",12219,"no"
"Dance","United Kingdom",60,"2013","March",5583,"no"
"Music","United States",30,"2014","September",3000,"no"
"Publishing","Spain",21,"2017","May",10997,"no"
"Music","United States",25,"2013","February",2000,"no"
"Comics","United States",32,"2017","June",5000,"yes"
"Film & Video","United States",16,"2014","February",5000,"yes"
"Games","United States",60,"2012","February",3000,"yes"
"Games","United States",38,"2015","November",14000,"yes"
"Photography","United States",31,"2012","March",1700,"no"
"Crafts","United States",30,"2014","July",12000,"no"
"Film & Video","United States",30,"2013","March",5000,"yes"
"Theater","United States",30,"2011","August",4000,"yes"
"Film & Video","United Kingdom",36,"2013","May",4187,"no"
"Theater","United States",30,"2012","October",18500,"no"
"Music","United States",24,"2015","December",3000,"no"
"Theater","Mexico",30,"2017","June",18144,"yes"
"Publishing","United Kingdom",30,"2016","July",3489,"no"
"Film & Video","United States",60,"2013","March",50000,"no"
"Music","United States",32,"2016","July",7000,"yes"
"Music","United States",24,"2014","September",3000,"yes"
"Fashion","France",30,"2015","June",2444,"no"
"Games","United States",31,"2017","June",10000,"yes"
"Technology","Spain",60,"2016","May",36657,"no"
"Design","United States",42,"2017","March",8000,"yes"
"Food","Denmark",30,"2016","February",8202,"no"
"Fashion","Australia",30,"2015","November",11406,"yes"
"Film & Video","United States",30,"2012","August",50000,"no"
"Photography","United Kingdom",30,"2015","December",30447,"no"
"Music","United Kingdom",35,"2016","June",5583,"yes"
"Food","Canada",30,"2014","November",3117,"yes"
"Publishing","Ireland",30,"2015","April",15274,"no"
"Games","Canada",45,"2015","August",19481,"no"
"Fashion","United States",40,"2015","September",10000,"yes"
"Music","France",56,"2015","December",9775,"no"
"Food","Australia",30,"2014","May",1141,"no"
"Film & Video","France",30,"2016","January",18329,"no"
"Technology","Australia",30,"2016","July",19010,"no"
"Comics","Canada",26,"2016","May",1558,"yes"
"Film & Video","United States",30,"2012","March",5000,"yes"
"Journalism","Italy",60,"2016","June",6110,"no"
"Publishing","United Kingdom",30,"2013","June",3828,"no"
"Fashion","United Kingdom",30,"2013","October",1117,"no"
"Theater","United States",21,"2014","November",7000,"no"
"Publishing","United States",45,"2012","January",17500,"no"
"Design","Canada",36,"2015","August",15585,"no"
"Film & Video","United States",33,"2016","May",5000,"no"
"Film & Video","Germany",30,"2015","May",3666,"yes"
"Film & Video","France",30,"2016","February",8553,"yes"
"Film & Video","United Kingdom",32,"2015","October",4885,"yes"
"Design","United States",37,"2015","August",50000,"yes"
"Fashion","United States",31,"2015","May",3000,"yes"
"Food","Canada",60,"2015","March",27273,"no"
"Film & Video","United States",60,"2011","October",2000,"yes"
"Theater","United States",30,"2015","March",2500,"yes"
"Comics","United States",30,"2016","July",4000,"yes"
"Art","United States",30,"2012","March",2000,"yes"
"Technology","United States",30,"2012","October",3000,"yes"
"Food","United States",30,"2016","March",30000,"yes"
"Design","Italy",45,"2017","July",48876,"no"
"Design","Sweden",23,"2016","October",5874,"yes"
"Design","Canada",45,"2017","September",14080,"no"
"Theater","United Kingdom",30,"2014","June",2093,"yes"
"Food","Netherlands",31,"2015","November",14663,"no"
"Comics","United States",30,"2017","June",15000,"yes"
"Music","United States",30,"2011","September",7500,"yes"
"Art","Australia",30,"2013","December",2281,"yes"
"Publishing","United States",29,"2015","March",1500,"no"
"Theater","United Kingdom",43,"2015","April",2093,"no"
"Food","United Kingdom",28,"2017","November",4187,"yes"
"Art","United States",16,"2013","December",3000,"no"
"Music","United States",32,"2013","August",4000,"no"
"Food","United States",33,"2012","April",8500,"yes"
"Publishing","United States",30,"2014","February",20000,"no"
"Fashion","Singapore",21,"2017","October",6046,"no"
"Publishing","United States",30,"2012","February",24000,"no"
"Games","United Kingdom",33,"2015","July",48847,"no"
"Journalism","United States",61,"2011","February",1500,"yes"
"Food","Canada",36,"2015","September",1948,"yes"
"Food","United States",30,"2013","May",3888,"yes"
"Dance","United Kingdom",30,"2015","June",2791,"yes"
"Film & Video","Canada",40,"2017","November",31170,"no"
"Fashion","United Kingdom",30,"2013","July",4187,"no"
"Music","United Kingdom",30,"2016","August",1047,"yes"
"Technology","United States",30,"2017","June",10000,"yes"
"Art","Canada",42,"2014","October",7792,"no"
"Fashion","United States",40,"2014","April",20000,"no"
"Technology","Canada",30,"2015","August",23377,"no"
"Fashion","Spain",30,"2017","August",6110,"yes"
"Design","United States",30,"2015","October",12000,"yes"
"Film & Video","United States",30,"2015","November",1100,"yes"
"Design","United States",30,"2016","August",1000,"yes"
"Comics","France",27,"2016","September",16338,"yes"
"Food","United Kingdom",35,"2014","June",13956,"yes"
"Music","United States",36,"2010","June",3000,"no"
"Music","United States",30,"2012","November",10000,"yes"
"Games","Australia",13,"2015","July",9885,"yes"
"Crafts","United States",30,"2015","February",5000,"no"
"Art","United States",30,"2015","July",25000,"no"
"Comics","United States",30,"2017","March",1500,"yes"
"Film & Video","United Kingdom",21,"2015","January",3070,"no"
"Technology","United States",34,"2013","July",7000,"yes"
"Design","United Kingdom",31,"2015","October",6978,"no"
"Publishing","United States",35,"2012","July",1500,"no"
"Design","Hong Kong SAR China",30,"2017","May",12746,"no"
"Fashion","United States",30,"2014","April",10000,"no"
"Music","United States",30,"2013","May",5500,"no"
"Technology","United States",30,"2014","October",20000,"no"
"Photography","Germany",20,"2015","November",1221,"no"
"Art","United States",45,"2013","July",4000,"no"
"Games","United Kingdom",30,"2016","November",4187,"yes"
"Publishing","United Kingdom",33,"2017","April",13956,"yes"
"Design","Italy",30,"2017","April",30548,"no"
"Theater","United Kingdom",23,"2014","October",2093,"yes"
"Film & Video","United Kingdom",13,"2015","July",1396,"yes"
"Journalism","Australia",30,"2015","July",7604,"no"
"Film & Video","United States",30,"2011","September",25000,"no"
"Music","Canada",60,"2016","March",3896,"no"
"Publishing","New Zealand",30,"2014","November",5339,"yes"
"Design","France",60,"2015","June",48876,"no"
"Publishing","Sweden",60,"2017","October",2937,"yes"
"Comics","United States",30,"2017","January",14500,"yes"
"Crafts","United States",30,"2017","November",1500,"yes"
"Theater","United States",20,"2013","May",1500,"yes"
"Comics","United States",30,"2014","July",5500,"yes"
"Design","Canada",30,"2016","November",7792,"yes"
"Food","United States",45,"2013","March",8500,"yes"
"Fashion","Australia",20,"2014","September",3802,"no"
"Design","United Kingdom",35,"2017","January",48847,"no"
"Comics","United States",45,"2013","March",3500,"yes"
"Fashion","United States",30,"2014","May",10000,"no"
"Games","United States",30,"2014","June",23000,"no"
"Design","Netherlands",30,"2016","October",3666,"yes"
"Design","United States",21,"2012","June",8500,"yes"
"Food","United States",60,"2017","February",25000,"no"
"Music","United States",28,"2012","May",6000,"no"
"Food","United States",30,"2014","May",50000,"no"
"Photography","United States",25,"2014","May",5000,"no"
"Fashion","United States",33,"2017","November",7500,"yes"
"Publishing","United States",60,"2015","July",3000,"yes"
"Food","United Kingdom",30,"2017","October",6978,"no"
"Games","Australia",30,"2016","March",4562,"yes"
"Film & Video","New Zealand",30,"2014","October",10679,"yes"
"Design","United States",25,"2014","November",20000,"yes"
"Publishing","United States",30,"2012","June",5000,"no"
"Design","United States",35,"2015","February",36000,"yes"
"Art","United Kingdom",36,"2017","August",1396,"yes"
"Photography","United States",48,"2012","February",3500,"no"
"Publishing","United Kingdom",30,"2014","October",4885,"no"
"Design","United States",30,"2012","July",30000,"no"
"Publishing","United States",60,"2012","March",1800,"yes"
"Design","United States",30,"2016","October",13800,"no"
"Music","France",31,"2016","May",3054,"no"
"Technology","United States",60,"2014","July",3000,"no"
"Fashion","Sweden",30,"2016","November",1175,"no"
"Games","Hong Kong SAR China",28,"2017","September",2995,"no"
"Music","United Kingdom",60,"2015","January",5583,"yes"
"Fashion","United States",29,"2017","August",9000,"no"
"Design","Singapore",32,"2017","July",7557,"yes"
"Technology","New Zealand",21,"2014","June",35596,"no"
"Film & Video","United Kingdom",60,"2015","March",13956,"no"
"Technology","United States",30,"2014","November",5000,"yes"
"Publishing","United States",60,"2014","January",8000,"no"
"Music","United States",45,"2011","April",10000,"yes"
"Art","United States",35,"2014","September",10000,"yes"
"Games","United States",30,"2015","March",50000,"yes"
"Film & Video","United States",30,"2014","March",13500,"no"
"Technology","United States",30,"2017","January",1234,"yes"
"Music","Germany",30,"2017","April",18329,"no"
"Crafts","United States",30,"2016","March",15000,"no"
"Music","Sweden",18,"2016","August",29372,"no"
"Music","United States",60,"2013","May",2500,"no"
"Film & Video","United Kingdom",35,"2013","July",27913,"no"
"Crafts","United States",28,"2014","July",12730,"yes"
"Publishing","United States",30,"2017","May",4000,"no"
"Technology","United States",35,"2014","March",1500,"yes"
"Games","United States",30,"2017","March",10000,"no"
"Food","United States",60,"2013","April",20000,"no"
"Food","United States",30,"2014","August",25000,"no"
"Publishing","United States",37,"2012","March",3000,"no"
"Film & Video","United States",13,"2013","September",4500,"yes"
"Music","United Kingdom",30,"2015","December",1117,"yes"
"Film & Video","United Kingdom",29,"2015","November",6978,"yes"
"Film & Video","Canada",30,"2017","July",7792,"yes"
"Theater","United Kingdom",30,"2014","August",1396,"yes"
"Photography","United States",30,"2015","September",4000,"no"
"Film & Video","United States",30,"2017","March",20000,"no"
"Music","United Kingdom",30,"2013","May",1396,"no"
"Design","United States",45,"2015","September",15000,"no"
"Theater","United States",30,"2014","March",1200,"yes"
"Publishing","United States",30,"2014","July",39000,"no"
"Design","United States",30,"2017","April",5000,"no"
"Games","Italy",30,"2016","April",3055,"no"
"Music","Ireland",20,"2017","April",3910,"no"
"Art","United States",30,"2016","October",5000,"no"
"Film & Video","United States",30,"2014","January",14000,"no"
"Art","United Kingdom",30,"2014","September",1535,"yes"
"Art","United Kingdom",30,"2014","September",1326,"yes"
"Film & Video","United States",30,"2016","January",14000,"no"
"Film & Video","United Kingdom",30,"2013","March",4187,"no"
"Theater","United Kingdom",30,"2014","May",20935,"no"
"Film & Video","United Kingdom",40,"2013","October",8374,"yes"
"Technology","United Kingdom",30,"2014","February",48847,"no"
"Food","United Kingdom",60,"2014","December",2791,"no"
"Design","United States",30,"2015","September",30000,"no"
"Film & Video","Ireland",11,"2014","December",4387,"no"
"Publishing","United Kingdom",30,"2013","September",1047,"no"
"Film & Video","United States",30,"2012","May",5000,"no"
"Food","Australia",21,"2014","April",4562,"no"
"Art","United States",60,"2010","September",3500,"yes"
"Games","Spain",40,"2015","October",2444,"yes"
"Film & Video","United States",30,"2011","August",3500,"no"
"Design","Italy",44,"2015","August",48876,"no"
"Technology","Italy",60,"2015","November",31770,"no"
"Music","Denmark",30,"2015","December",1066,"yes"
"Film & Video","United States",22,"2012","May",5000,"yes"
"Technology","United Kingdom",33,"2013","September",37682,"yes"
"Technology","United States",30,"2016","October",20000,"no"
"Film & Video","United Kingdom",60,"2012","October",6978,"yes"
"Design","United States",30,"2016","April",16000,"yes"
"Food","Norway",59,"2015","November",25330,"no"
"Games","United States",30,"2015","May",8000,"yes"
"Film & Video","United States",26,"2012","February",1500,"yes"
"Art","United Kingdom",10,"2013","June",1396,"yes"
"Music","Mexico",59,"2016","December",41165,"no"
"Theater","United States",30,"2011","June",1500,"yes"
"Film & Video","Canada",30,"2015","July",1948,"yes"
"Design","Sweden",30,"2016","September",17624,"yes"
"Music","United States",45,"2011","July",2500,"no"
"Games","United States",10,"2014","November",10000,"no"
"Crafts","Denmark",25,"2016","October",2460,"no"
"Comics","United States",39,"2015","April",2350,"no"
"Theater","United States",60,"2012","July",1000,"yes"
"Technology","United States",42,"2011","November",35000,"yes"
"Film & Video","United States",36,"2011","June",10000,"yes"
"Design","Germany",42,"2017","August",2444,"yes"
"Music","United States",34,"2012","September",4000,"yes"
"Comics","United States",30,"2014","March",1000,"yes"
"Design","United Kingdom",48,"2017","March",5583,"no"
"Fashion","United Kingdom",45,"2014","June",41869,"yes"
"Publishing","United States",20,"2015","October",1000,"yes"
"Technology","United States",30,"2017","October",30000,"yes"
"Film & Video","Sweden",30,"2016","April",23498,"yes"
"Film & Video","United States",15,"2013","October",3000,"no"
"Comics","United States",40,"2011","August",6500,"no"
"Comics","United States",30,"2016","October",1500,"yes"
"Publishing","France",31,"2016","October",7331,"no"
"Theater","United Kingdom",29,"2014","June",1745,"yes"
"Games","United States",45,"2012","May",50000,"no"
"Technology","Canada",33,"2017","January",47534,"no"
"Art","United States",30,"2017","October",10000,"yes"
"Art","Canada",29,"2016","November",2338,"no"
"Art","United Kingdom",30,"2015","August",34891,"no"
"Art","United States",33,"2015","December",3000,"no"
"Publishing","United Kingdom",30,"2014","March",27913,"no"
"Film & Video","Canada",16,"2016","October",1558,"yes"
"Games","United States",30,"2015","February",1000,"no"
"Music","United States",30,"2013","January",10000,"yes"
"Publishing","United Kingdom",30,"2014","April",13956,"yes"
"Theater","United Kingdom",40,"2013","June",2791,"yes"
"Film & Video","United States",30,"2012","May",5500,"no"
"Theater","United States",21,"2012","June",1800,"yes"
"Technology","Canada",32,"2015","August",1169,"no"
"Film & Video","Canada",22,"2016","March",1558,"yes"
"Publishing","United States",30,"2013","February",30000,"yes"
"Publishing","United States",30,"2013","February",3000,"yes"
"Games","United States",30,"2016","June",2000,"yes"
"Technology","Germany",20,"2017","October",26882,"no"
"Food","United States",30,"2016","November",16000,"no"
"Technology","United Kingdom",45,"2013","May",34891,"no"
"Design","United States",60,"2015","March",5000,"no"
"Fashion","United States",45,"2017","May",24000,"yes"
"Publishing","United States",30,"2016","November",2455,"no"
"Art","United States",30,"2013","February",2000,"no"
"Film & Video","United States",15,"2017","July",2200,"yes"
"Design","United Kingdom",25,"2017","November",13956,"yes"
"Technology","United States",49,"2009","September",10000,"yes"
"Fashion","United States",30,"2011","November",6000,"no"
"Crafts","Canada",41,"2015","February",1948,"no"
"Music","Australia",30,"2016","March",3042,"no"
"Photography","United Kingdom",32,"2015","November",23726,"no"
"Art","United Kingdom",59,"2016","May",1814,"yes"
"Art","United States",30,"2014","July",15000,"yes"
"Music","United States",30,"2014","September",5000,"no"
"Journalism","United Kingdom",45,"2014","July",33694,"no"
"Photography","Australia",30,"2015","November",1901,"no"
"Games","Australia",32,"2014","November",22811,"no"
"Design","Canada",30,"2014","December",7792,"no"
"Publishing","Canada",30,"2016","August",3896,"no"
"Music","United States",33,"2016","October",6000,"yes"
"Publishing","Germany",30,"2015","June",11608,"no"
"Games","United States",31,"2017","October",5000,"yes"
"Publishing","United States",38,"2016","November",2500,"yes"
"Music","United States",33,"2010","November",3000,"no"
"Comics","United States",60,"2016","February",4200,"no"
"Design","United States",30,"2016","May",8000,"no"
"Fashion","United States",30,"2014","September",1500,"no"
"Design","Canada",39,"2013","September",7792,"yes"
"Art","United States",30,"2011","August",2200,"yes"
"Fashion","United Kingdom",30,"2015","April",1675,"no"
"Art","United States",45,"2015","May",15000,"no"
"Publishing","Norway",30,"2016","August",3800,"yes"
